,alias,total,remuneration,employability,jobSatisfaction,workLifeBalance,diversityInTasks,careerProgressionOpportunities,__typename
1803,documentation-coordinator,1.0,1.0,5.0,4.0,1.0,5.0,4.0,RoleReviewStats
1804,inventory-specialist,4.0,3.8,3.5,3.8,4.8,2.5,3.5,RoleReviewStats
1805,metalworker,1.0,1.0,2.0,2.0,2.0,3.0,1.0,RoleReviewStats
1806,furniture-removalist,14.0,3.0,3.4,3.9,3.1,4.0,3.0,RoleReviewStats
1807,material-handler,1.0,3.0,4.0,4.0,3.0,4.0,3.0,RoleReviewStats
1808,sourcing-specialist,1.0,4.0,4.0,4.0,4.0,4.0,4.0,RoleReviewStats
1809,plant-manager,7.0,3.3,3.9,3.4,3.6,3.4,3.1,RoleReviewStats
1810,purchasing-assistant,2.0,3.0,3.0,3.0,2.0,3.5,3.5,RoleReviewStats
1811,quality-inspector,2.0,4.0,4.5,4.0,4.0,3.5,4.5,RoleReviewStats
1812,production-operator,87.0,3.8,3.8,3.8,3.9,3.6,3.5,RoleReviewStats
1813,supply-manager,2.0,3.0,4.5,4.0,4.0,3.5,3.5,RoleReviewStats
1814,stores-officer,3.0,2.0,2.3,2.3,3.7,1.3,1.7,RoleReviewStats
1815,stock-controller,11.0,3.2,3.7,4.0,3.7,3.5,3.7,RoleReviewStats
1816,procurement-officer,33.0,3.7,3.9,4.2,4.3,3.9,3.7,RoleReviewStats
1817,planning-supervisor,,,,,,,,
1818,production-assistant,23.0,3.1,3.8,3.6,3.8,3.6,3.1,RoleReviewStats
1819,bus-driver,153.0,3.7,3.8,3.9,3.8,3.6,3.3,RoleReviewStats
1820,logistics-assistant,9.0,3.0,4.2,4.0,4.3,3.8,3.8,RoleReviewStats
1821,quality-assurance-coordinator,3.0,3.0,3.3,4.0,4.3,4.7,3.3,RoleReviewStats
1822,expeditor,2.0,3.5,3.0,4.0,4.0,3.5,3.5,RoleReviewStats
1823,production-worker,42.0,3.7,3.8,3.6,3.9,3.5,3.2,RoleReviewStats
1824,category-specialist,,,,,,,,
1825,quality-assurance-officer,25.0,3.6,3.8,3.6,4.0,3.6,3.7,RoleReviewStats
1826,delivery-specialist,1.0,5.0,5.0,5.0,5.0,4.0,5.0,RoleReviewStats
1827,helicopter-pilot,2.0,4.0,3.5,5.0,4.5,4.5,4.0,RoleReviewStats
1828,supply-coordinator,,,,,,,,
1829,logistics-manager,47.0,3.5,3.9,3.9,3.5,3.9,3.6,RoleReviewStats
1830,shift-manager,27.0,3.7,3.9,3.6,3.6,3.5,3.7,RoleReviewStats
1831,operations-supervisor,30.0,3.3,3.9,3.8,3.6,3.7,3.6,RoleReviewStats
1832,production-supervisor,28.0,3.9,4.1,4.1,3.9,4.0,3.9,RoleReviewStats
1833,demand-analyst,,,,,,,,
1834,area-leader,2.0,3.0,2.5,4.0,3.5,3.5,4.0,RoleReviewStats
1835,logistics-officer,13.0,3.7,4.4,3.9,4.1,3.6,3.6,RoleReviewStats
1836,dispatcher,3.0,4.3,3.7,4.3,4.0,3.7,3.7,RoleReviewStats
1837,logistics-coordinator,33.0,3.8,3.9,4.2,3.8,4.4,3.9,RoleReviewStats
1838,room-supervisor,,,,,,,,
1839,fabrication-manager,,,,,,,,
1840,night-shift-supervisor,3.0,2.3,4.0,2.7,3.0,2.3,2.3,RoleReviewStats
1841,coxswain,4.0,3.8,3.5,4.0,3.8,3.0,3.5,RoleReviewStats
1842,yard-manager,3.0,3.0,3.7,4.3,4.0,3.3,3.7,RoleReviewStats
1843,shift-operator,1.0,2.0,1.0,2.0,3.0,3.0,2.0,RoleReviewStats
1844,production-coordinator,21.0,3.7,3.9,4.2,3.8,4.2,4.0,RoleReviewStats
1845,demand-manager,,,,,,,,
1846,procurement-consultant,,,,,,,,
1847,transport-coordinator,3.0,3.3,3.7,4.3,4.7,4.0,4.0,RoleReviewStats
1848,operations-director,11.0,4.3,4.0,4.5,4.2,4.4,4.4,RoleReviewStats
1849,quality-officer,3.0,3.3,4.7,4.7,4.0,4.3,4.3,RoleReviewStats
1850,parts-coordinator,2.0,2.5,2.0,2.5,3.0,2.5,2.5,RoleReviewStats
1851,supply-chain-consultant,,,,,,,,
1852,allocator,6.0,3.5,4.2,3.3,3.3,2.3,3.3,RoleReviewStats
1853,garment-technician,3.0,2.7,3.0,3.3,3.0,2.7,3.3,RoleReviewStats
1854,quality-manager,24.0,3.5,3.5,3.5,3.3,3.9,3.4,RoleReviewStats
1855,general-hand,29.0,3.6,3.7,4.0,4.2,4.1,3.3,RoleReviewStats
1856,maintainer,,,,,,,,
1857,shift-supervisor,53.0,3.3,3.8,3.5,3.5,3.5,3.5,RoleReviewStats
1858,category-manager,9.0,3.7,3.8,3.9,3.4,4.1,3.3,RoleReviewStats
1859,quarry-operator,,,,,,,,
1860,logistics-specialist,1.0,5.0,5.0,5.0,3.0,5.0,5.0,RoleReviewStats
1861,sprinklerfitter,4.0,4.5,4.0,4.3,4.8,4.3,3.8,RoleReviewStats
1862,buyer,8.0,3.6,3.5,3.8,3.5,3.9,3.5,RoleReviewStats
1863,alliance-manager,,,,,,,,
1864,logistics-engineer,2.0,3.5,3.5,3.5,4.0,4.0,3.5,RoleReviewStats
1865,tafe-teacher,2.0,4.5,4.5,5.0,5.0,5.0,3.5,RoleReviewStats
1866,operations-manager,186.0,3.6,3.9,4.0,3.5,4.2,3.8,RoleReviewStats
1867,quality-coordinator,4.0,2.8,3.0,3.8,3.8,3.3,2.8,RoleReviewStats
1868,branch-manager,91.0,3.5,3.8,3.9,3.5,3.9,3.6,RoleReviewStats
1869,operations-team-leader,11.0,3.9,4.1,4.5,4.2,4.5,3.6,RoleReviewStats
1870,quality-engineer,11.0,4.3,4.3,4.5,4.2,4.1,4.1,RoleReviewStats
1871,equipment-manager,1.0,3.0,4.0,5.0,4.0,5.0,3.0,RoleReviewStats
1872,actor,25.0,3.8,2.6,4.4,4.1,4.1,3.7,RoleReviewStats
1873,planning-coordinator,1.0,2.0,3.0,4.0,3.0,2.0,3.0,RoleReviewStats
1874,planning-manager,6.0,3.8,4.2,3.8,4.0,4.2,3.7,RoleReviewStats
1875,control-manager,,,,,,,,
1876,systems-specialist,3.0,2.7,2.3,3.0,3.3,2.3,2.3,RoleReviewStats
1877,machine-technician,3.0,3.3,4.0,4.0,4.3,3.7,3.0,RoleReviewStats
1878,technologist,3.0,3.3,2.7,3.7,3.0,4.0,2.7,RoleReviewStats
1879,compliance-engineer,,,,,,,,
1880,optimisation-manager,1.0,4.0,3.0,1.0,5.0,1.0,2.0,RoleReviewStats
1881,documentation-officer,,,,,,,,
1882,dogperson,5.0,3.4,3.0,4.8,4.0,4.6,3.8,RoleReviewStats
1883,improvement-coordinator,,,,,,,,
1884,offsider,8.0,3.9,4.0,4.1,3.8,3.8,3.5,RoleReviewStats
1885,inspection-officer,1.0,4.0,5.0,5.0,5.0,5.0,3.0,RoleReviewStats
1886,pricing-officer,,,,,,,,
1887,planning-team-leader,1.0,4.0,5.0,3.0,3.0,5.0,4.0,RoleReviewStats
1888,control-specialist,,,,,,,,
1889,toxicologist,1.0,3.0,2.0,4.0,3.0,3.0,5.0,RoleReviewStats
1890,operations-analyst,4.0,3.8,4.3,4.0,4.8,3.8,4.0,RoleReviewStats
1891,operations-clerk,2.0,3.5,4.0,4.0,4.0,4.0,4.0,RoleReviewStats
1892,process-operator,27.0,4.0,4.0,3.7,3.7,3.5,3.6,RoleReviewStats
1893,folder-operator,1.0,3.0,4.0,3.0,3.0,3.0,3.0,RoleReviewStats
1894,removalist,8.0,3.9,4.3,4.3,3.9,4.3,3.4,RoleReviewStats
1895,risk-adviser,1.0,4.0,4.0,3.0,4.0,3.0,4.0,RoleReviewStats
1896,maintenance-team-leader,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
1897,technical-manager,5.0,4.2,4.0,4.2,4.0,3.8,4.0,RoleReviewStats
1898,market-researcher,6.0,3.8,3.8,3.7,4.2,3.8,3.8,RoleReviewStats
1899,search-specialist,,,,,,,,
1900,examinations-officer,,,,,,,,
1901,search-engine-marketing-specialist,,,,,,,,
1902,communications-executive,1.0,3.0,3.0,3.0,3.0,5.0,3.0,RoleReviewStats
1903,search-engine-marketing-manager,,,,,,,,
1904,eCommerce-Marketing-Manager,,,,,,,,
1905,marketing-and-communications-coordinator,1.0,2.0,3.0,4.0,3.0,4.0,2.0,RoleReviewStats
1906,marketer,1.0,4.0,4.0,4.0,4.0,4.0,5.0,RoleReviewStats
1907,adwords-specialist,,,,,,,,
1908,public-relations-specialist,,,,,,,,
1909,content-adviser,,,,,,,,
1910,search-engine-optimisation-manager,,,,,,,,
1911,public-relations-account-manager,,,,,,,,
1912,marketing-assistant,28.0,3.5,3.7,3.8,4.1,3.8,4.0,RoleReviewStats
1913,insights-specialist,,,,,,,,
1914,digital-marketer,5.0,4.2,4.6,4.6,4.4,5.0,4.0,RoleReviewStats
1915,content-executive,1.0,3.0,3.0,4.0,5.0,4.0,3.0,RoleReviewStats
1916,marketing-and-communications-manager,1.0,3.0,3.0,4.0,3.0,4.0,3.0,RoleReviewStats
1917,communications-and-engagement-advisor,,,,,,,,
1918,brand-manager,23.0,3.3,3.6,4.3,3.7,4.1,4.1,RoleReviewStats
1919,marketing-communications-specialist,1.0,3.0,4.0,5.0,5.0,5.0,5.0,RoleReviewStats
1920,public-relations-manager,3.0,3.3,3.7,4.3,3.3,4.7,3.3,RoleReviewStats
1921,marketing-communications-manager,3.0,2.7,2.0,3.7,2.7,4.7,2.3,RoleReviewStats
1922,marketing-team-leader,2.0,2.0,3.0,3.0,3.5,2.5,3.5,RoleReviewStats
1923,public-relations-officer,7.0,4.1,4.7,4.6,4.1,4.6,4.4,RoleReviewStats
1924,marketing-officer,17.0,3.4,3.6,3.5,3.6,3.6,3.2,RoleReviewStats
1925,performance-executive,,,,,,,,
1926,marketing-director,5.0,4.0,3.4,4.0,3.6,4.2,4.0,RoleReviewStats
1927,marketing-coordinator,81.0,3.3,3.8,3.7,4.0,4.0,3.6,RoleReviewStats
1928,social-media-coordinator,1.0,2.0,3.0,4.0,3.0,4.0,3.0,RoleReviewStats
1929,digital-marketing-specialist,18.0,3.9,4.1,4.4,4.5,4.2,4.3,RoleReviewStats
1930,insights-consultant,,,,,,,,
1931,marketing-consultant,4.0,3.3,3.3,4.5,4.5,4.3,3.8,RoleReviewStats
1932,market-research-analyst,1.0,4.0,4.0,4.0,4.0,4.0,4.0,RoleReviewStats
1933,brand-marketing-manager,,,,,,,,
1934,digital-marketing-manager,23.0,3.5,3.7,4.2,4.0,4.1,3.7,RoleReviewStats
1935,product-marketing-manager,4.0,4.8,4.0,4.5,4.3,4.3,4.5,RoleReviewStats
1936,publicist,,,,,,,,
1937,events-coordinator,63.0,3.2,3.5,4.1,3.7,4.0,3.5,RoleReviewStats
1938,communications-adviser,16.0,3.8,3.5,3.9,4.4,3.5,3.4,RoleReviewStats
1939,marketing-analyst,,,,,,,,
1940,head-of-marketing,3.0,3.3,3.3,3.7,4.3,4.3,3.3,RoleReviewStats
1941,ecommerce-manager,5.0,3.6,4.0,3.6,3.0,4.0,3.8,RoleReviewStats
1942,engagement-adviser,,,,,,,,
1943,communications-specialist,5.0,3.4,3.6,4.8,4.2,4.6,3.6,RoleReviewStats
1944,customer-insights-manager,,,,,,,,
1945,loyalty-manager,,,,,,,,
1946,marketing-executive,19.0,3.6,3.7,4.1,4.1,3.9,3.6,RoleReviewStats
1947,digital-executive,,,,,,,,
1948,marketing-strategist,1.0,1.0,1.0,1.0,1.0,3.0,2.0,RoleReviewStats
1949,relations-specialist,,,,,,,,
1950,content-marketing-manager,2.0,4.5,3.5,4.0,4.5,4.0,3.5,RoleReviewStats
1951,events-manager,54.0,3.6,3.8,4.1,3.7,4.1,3.3,RoleReviewStats
1952,content-creator,14.0,3.8,3.6,4.6,4.1,4.3,4.1,RoleReviewStats
1953,communications-assistant,1.0,4.0,3.0,4.0,4.0,3.0,4.0,RoleReviewStats
1954,marketing-and-social-media-manager,,,,,,,,
1955,social-media-manager,22.0,3.3,3.6,4.1,3.8,4.0,3.4,RoleReviewStats
1956,marketing-advisor,1.0,3.0,3.0,5.0,5.0,3.0,3.0,RoleReviewStats
1957,insights-manager,1.0,5.0,5.0,4.0,4.0,5.0,4.0,RoleReviewStats
1958,search-engine-optimisation-specialist,2.0,2.5,4.0,3.0,4.0,3.0,3.0,RoleReviewStats
1959,media-officer,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
1960,content-coordinator,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
1961,marketing-associate,,,,,,,,
1962,stakeholder-manager,,,,,,,,
1963,marketing-manager,91.0,3.6,3.8,3.9,3.9,4.1,3.7,RoleReviewStats
1964,copywriter,34.0,3.8,3.5,4.4,4.5,3.9,3.7,RoleReviewStats
1965,campaign-specialist,,,,,,,,
1966,brand-specialist,,,,,,,,
1967,communications-officer,36.0,3.7,3.4,3.8,4.1,3.8,3.6,RoleReviewStats
1968,content-specialist,3.0,4.0,3.3,3.7,5.0,3.7,3.7,RoleReviewStats
1969,research-director,1.0,4.0,2.0,4.0,4.0,3.0,4.0,RoleReviewStats
1970,activation-specialist,,,,,,,,
1971,paid-search-manager,,,,,,,,
1972,marketing-data-analyst,,,,,,,,
1973,marketing-specialist,12.0,3.4,3.3,3.8,3.9,3.9,3.8,RoleReviewStats
1974,media-adviser,1.0,3.0,4.0,4.0,4.0,4.0,4.0,RoleReviewStats
1975,content-manager,3.0,4.0,3.7,4.3,4.7,4.7,3.3,RoleReviewStats
1976,campaign-manager,2.0,3.5,3.5,3.5,3.5,3.0,4.0,RoleReviewStats
1977,content-writer,8.0,3.9,3.3,4.1,4.8,4.5,3.5,RoleReviewStats
1978,relations-coordinator,,,,,,,,
1979,media-manager,2.0,3.5,3.5,3.0,3.5,3.5,3.0,RoleReviewStats
1980,coordination-officer,2.0,1.5,4.0,4.0,2.0,4.5,3.0,RoleReviewStats
1981,advertising-specialist,,,,,,,,
1982,research-consultant,2.0,3.5,4.0,5.0,5.0,4.0,5.0,RoleReviewStats
1983,digital-strategist,,,,,,,,
1984,experience-coordinator,,,,,,,,
1985,corporate-communications-manager,5.0,3.0,3.4,3.8,3.0,4.2,3.8,RoleReviewStats
1986,content-strategist,,,,,,,,
1987,campaign-coordinator,,,,,,,,
1988,creative-manager,1.0,4.0,4.0,5.0,5.0,5.0,4.0,RoleReviewStats
1989,campaign-analyst,1.0,3.0,4.0,4.0,5.0,4.0,4.0,RoleReviewStats
1990,content-officer,,,,,,,,
1991,advocacy-manager,,,,,,,,
1992,communications-manager,22.0,3.7,3.7,4.1,4.0,4.3,3.8,RoleReviewStats
1993,growth-manager,1.0,4.0,5.0,4.0,4.0,5.0,4.0,RoleReviewStats
1994,research-manager,3.0,4.0,3.0,4.3,4.3,4.7,3.3,RoleReviewStats
1995,optimisation-analyst,,,,,,,,
1996,engagement-specialist,1.0,5.0,5.0,3.0,2.0,1.0,3.0,RoleReviewStats
1997,performance-specialist,,,,,,,,
1998,pay-per-click-specialist,,,,,,,,
1999,activation-manager,2.0,2.0,4.5,3.5,3.5,4.0,3.5,RoleReviewStats
2000,product-coordinator,2.0,4.0,3.5,4.5,4.0,3.5,3.5,RoleReviewStats
2001,content-administrator,,,,,,,,
2002,bid-coordinator,3.0,4.7,4.3,4.7,4.3,4.7,4.7,RoleReviewStats
2003,content-developer,,,,,,,,
2004,market-analyst,1.0,5.0,5.0,4.0,4.0,4.0,5.0,RoleReviewStats
2005,outreach-officer,3.0,5.0,4.0,5.0,5.0,4.3,4.3,RoleReviewStats
2006,partnerships-officer,1.0,5.0,1.0,3.0,4.0,2.0,1.0,RoleReviewStats
2007,research-specialist,,,,,,,,
2008,media-assistant,,,,,,,,
2009,research-analyst,6.0,2.8,3.5,4.2,4.0,3.8,3.8,RoleReviewStats
2010,product-manager,87.0,3.9,3.9,4.0,3.9,4.1,3.9,RoleReviewStats
2011,performance-manager,1.0,3.0,4.0,4.0,3.0,3.0,4.0,RoleReviewStats
2012,optimisation-manager,1.0,4.0,3.0,1.0,5.0,1.0,2.0,RoleReviewStats
2013,account-specialist,1.0,3.0,5.0,5.0,5.0,3.0,5.0,RoleReviewStats
2014,engagement-lead,1.0,5.0,4.0,4.0,4.0,4.0,5.0,RoleReviewStats
2015,insights-analyst,1.0,4.0,5.0,5.0,5.0,4.0,4.0,RoleReviewStats
2016,media-specialist,,,,,,,,
2017,advertising-manager,4.0,3.3,3.3,4.0,4.0,2.5,3.5,RoleReviewStats
2018,promotions-manager,1.0,4.0,3.0,3.0,5.0,3.0,4.0,RoleReviewStats
2019,product-specialist,6.0,3.8,4.0,3.8,3.8,4.0,3.5,RoleReviewStats
2020,platform-specialist,,,,,,,,
2021,innovation-manager,2.0,4.5,3.5,4.5,3.5,5.0,4.5,RoleReviewStats
2022,database-officer,,,,,,,,
2023,media-coordinator,1.0,1.0,4.0,5.0,5.0,4.0,1.0,RoleReviewStats
2024,miner,9.0,4.3,4.0,4.1,4.6,3.9,3.7,RoleReviewStats
2025,nipper,,,,,,,,
2026,change-adviser,1.0,3.0,3.0,5.0,5.0,3.0,5.0,RoleReviewStats
2027,shotfirer,21.0,4.5,4.5,4.2,4.3,4.1,4.3,RoleReviewStats
2028,bogger-operator,5.0,4.0,5.0,4.8,4.8,4.8,4.8,RoleReviewStats
2029,jumbo-operator,7.0,4.0,3.7,3.4,3.4,4.1,3.9,RoleReviewStats
2030,mining-supervisor,3.0,3.7,3.0,3.0,5.0,3.0,3.3,RoleReviewStats
2031,systems-adviser,,,,,,,,
2032,charge-up-operator,2.0,4.5,4.0,5.0,4.5,3.0,4.0,RoleReviewStats
2033,modelling-analyst,,,,,,,,
2034,processing-supervisor,7.0,3.6,3.7,3.9,4.0,3.7,4.1,RoleReviewStats
2035,dump-truck-operator,109.0,3.9,3.7,3.8,3.7,3.3,3.6,RoleReviewStats
2036,geologist,26.0,4.0,3.6,3.9,3.8,3.7,4.2,RoleReviewStats
2037,health-specialist,,,,,,,,
2038,heavy-diesel-fitter,23.0,4.1,4.3,3.9,4.1,4.2,3.9,RoleReviewStats
2039,field-assistant,7.0,3.6,3.1,4.0,3.6,4.0,3.6,RoleReviewStats
2040,dewatering-technician,3.0,3.3,4.0,3.0,2.7,3.0,3.7,RoleReviewStats
2041,process-technician,14.0,3.4,3.6,3.6,3.9,3.4,3.6,RoleReviewStats
2042,trading-analyst,,,,,,,,
2043,analysis-manager,1.0,3.0,4.0,5.0,5.0,4.0,3.0,RoleReviewStats
2044,mining-engineer,36.0,4.3,4.0,4.2,4.0,4.0,4.3,RoleReviewStats
2045,process-plant-operator,1.0,4.0,4.0,4.0,5.0,4.0,3.0,RoleReviewStats
2046,driller,19.0,4.0,4.5,4.0,3.6,3.6,3.9,RoleReviewStats
2047,metallurgist,11.0,3.7,4.0,4.4,3.9,4.2,4.5,RoleReviewStats
2048,operations-adviser,,,,,,,,
2049,all-rounder-operator,10.0,4.2,4.3,4.4,4.5,4.5,4.3,RoleReviewStats
2050,serviceperson,21.0,4.1,4.4,4.2,4.3,4.0,3.8,RoleReviewStats
2051,control-supervisor,,,,,,,,
2052,production-specialist,2.0,4.5,4.5,4.5,4.0,5.0,4.5,RoleReviewStats
2053,process-manager,,,,,,,,
2054,control-operator,,,,,,,,
2055,environmental-specialist,4.0,3.8,4.0,4.3,3.8,4.0,4.0,RoleReviewStats
2056,regulatory-manager,,,,,,,,
2057,belt-splicer,3.0,4.3,4.0,3.7,3.7,4.3,4.3,RoleReviewStats
2058,processing-manager,,,,,,,,
2059,dozer-operator,13.0,4.3,4.4,4.5,4.5,4.5,4.5,RoleReviewStats
2060,energy-analyst,2.0,4.5,4.5,5.0,5.0,4.5,4.5,RoleReviewStats
2061,rehabilitation-specialist,,,,,,,,
2062,safety-specialist,2.0,3.5,3.0,3.0,3.5,4.5,3.0,RoleReviewStats
2063,fire-suppression-technician,1.0,5.0,4.0,4.0,3.0,4.0,4.0,RoleReviewStats
2064,reliability-engineer,8.0,3.8,4.0,4.3,4.1,4.4,4.5,RoleReviewStats
2065,warranty-officer,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2066,control-coordinator,,,,,,,,
2067,paramedic,49.0,3.9,4.0,3.9,3.2,3.9,3.1,RoleReviewStats
2068,claims-analyst,,,,,,,,
2069,maintainer,,,,,,,,
2070,geophysicist,3.0,3.3,4.0,3.7,3.3,3.7,3.0,RoleReviewStats
2071,process-operator,27.0,4.0,4.0,3.7,3.7,3.5,3.6,RoleReviewStats
2072,cable-jointer,2.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2073,procurement-adviser,1.0,4.0,4.0,5.0,5.0,4.0,4.0,RoleReviewStats
2074,improvement-engineer,,,,,,,,
2075,project-advisor,1.0,3.0,3.0,5.0,5.0,5.0,4.0,RoleReviewStats
2076,assurance-specialist,,,,,,,,
2077,health-officer,,,,,,,,
2078,medic,14.0,3.4,3.5,4.1,3.9,3.6,3.5,RoleReviewStats
2079,geotechnical-engineer,12.0,3.8,3.8,3.8,3.5,4.0,3.9,RoleReviewStats
2080,access-coordinator,1.0,3.0,4.0,4.0,4.0,2.0,3.0,RoleReviewStats
2081,rigger,37.0,3.7,3.2,4.0,3.6,3.8,3.6,RoleReviewStats
2082,environment-advisor,2.0,4.5,4.5,4.5,4.0,5.0,4.5,RoleReviewStats
2083,health-coordinator,,,,,,,,
2084,optimisation-specialist,,,,,,,,
2085,information-specialist,,,,,,,,
2086,planning-supervisor,,,,,,,,
2087,planning-engineer,7.0,4.1,4.4,4.4,4.0,4.3,3.9,RoleReviewStats
2088,diesel-fitter,55.0,4.2,4.1,4.1,4.0,4.2,3.7,RoleReviewStats
2089,management-specialist,1.0,3.0,4.0,4.0,4.0,5.0,4.0,RoleReviewStats
2090,project-technician,,,,,,,,
2091,loader-operator,20.0,3.8,4.3,3.9,3.4,3.8,3.4,RoleReviewStats
2092,quarry-operator,,,,,,,,
2093,rope-access-technician,18.0,4.2,3.7,3.9,3.8,4.4,3.8,RoleReviewStats
2094,production-engineer,7.0,3.3,3.6,4.1,4.0,4.3,3.9,RoleReviewStats
2095,construction-superintendent,1.0,4.0,3.0,4.0,4.0,4.0,3.0,RoleReviewStats
2096,study-manager,,,,,,,,
2097,instrumentation-engineer,2.0,4.0,4.0,4.0,4.5,3.5,3.5,RoleReviewStats
2098,grader-operator,10.0,4.4,4.5,4.6,4.0,4.4,4.1,RoleReviewStats
2099,reporting-officer,,,,,,,,
2100,survey-technician,2.0,3.5,4.5,4.0,4.5,4.5,4.5,RoleReviewStats
2101,health-safety-and-environment-advisor,26.0,4.3,3.8,4.1,4.0,3.8,3.8,RoleReviewStats
2102,scraper-operator,1.0,4.0,4.0,5.0,4.0,4.0,4.0,RoleReviewStats
2103,operations-technician,2.0,4.5,4.5,4.5,4.0,3.5,4.5,RoleReviewStats
2104,earthworks-supervisor,,,,,,,,
2105,water-cart-operator,14.0,4.0,3.6,4.3,4.0,4.0,3.5,RoleReviewStats
2106,shift-technician,1.0,5.0,3.0,2.0,2.0,4.0,2.0,RoleReviewStats
2107,response-manager,1.0,5.0,5.0,4.0,3.0,5.0,3.0,RoleReviewStats
2108,superintendent,30.0,3.7,3.7,4.1,3.4,4.1,3.5,RoleReviewStats
2109,maintenance-supervisor,52.0,3.7,4.0,3.9,3.9,4.1,3.5,RoleReviewStats
2110,plant-mechanic,26.0,4.0,4.3,4.0,3.8,4.1,4.0,RoleReviewStats
2111,technology-manager,2.0,3.0,3.5,3.5,4.0,3.5,2.5,RoleReviewStats
2112,parts-coordinator,2.0,2.5,2.0,2.5,3.0,2.5,2.5,RoleReviewStats
2113,market-analyst,1.0,5.0,5.0,4.0,4.0,4.0,5.0,RoleReviewStats
2114,training-supervisor,,,,,,,,
2115,plant-technician,2.0,2.5,3.0,3.5,3.5,3.0,3.5,RoleReviewStats
2116,works-coordinator,,,,,,,,
2117,database-officer,,,,,,,,
2118,property-valuer,7.0,2.3,1.7,2.6,2.7,3.1,2.4,RoleReviewStats
2119,leasing-executive,1.0,5.0,4.0,5.0,5.0,5.0,5.0,RoleReviewStats
2120,leasing-manager,3.0,2.7,4.3,3.3,3.3,4.0,4.3,RoleReviewStats
2121,commercial-property-manager,8.0,4.0,3.8,3.6,3.9,3.3,3.9,RoleReviewStats
2122,leasing-consultant,12.0,3.3,4.0,4.0,3.8,4.1,4.3,RoleReviewStats
2123,valuer,2.0,4.0,5.0,4.0,4.5,4.5,3.0,RoleReviewStats
2124,leasing-agent,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2125,strata-manager,11.0,3.3,4.0,3.2,3.0,3.8,3.3,RoleReviewStats
2126,real-estate-agent,33.0,3.2,3.0,3.5,3.6,3.5,3.4,RoleReviewStats
2127,building-manager,9.0,3.4,3.6,4.1,4.1,3.7,3.1,RoleReviewStats
2128,property-manager,185.0,3.1,4.0,3.6,3.7,4.1,3.5,RoleReviewStats
2129,property-adviser,,,,,,,,
2130,workplace-manager,1.0,4.0,5.0,5.0,5.0,4.0,5.0,RoleReviewStats
2131,assistant-property-manager,28.0,3.3,4.0,3.4,3.6,4.1,3.9,RoleReviewStats
2132,facilities-manager,50.0,3.6,3.9,4.0,3.6,4.3,3.6,RoleReviewStats
2133,development-director,1.0,4.0,4.0,4.0,3.0,5.0,4.0,RoleReviewStats
2134,lease-administrator,1.0,1.0,2.0,1.0,2.0,2.0,2.0,RoleReviewStats
2135,inspection-officer,1.0,4.0,5.0,5.0,5.0,5.0,3.0,RoleReviewStats
2136,facilities-coordinator,9.0,3.4,3.8,3.9,3.9,4.2,2.9,RoleReviewStats
2137,property-administrator,1.0,4.0,4.0,3.0,4.0,2.0,3.0,RoleReviewStats
2138,facilities-supervisor,2.0,3.0,3.0,1.0,3.0,3.0,3.0,RoleReviewStats
2139,leasing-officer,3.0,3.3,4.3,4.0,4.0,3.3,4.0,RoleReviewStats
2140,property-officer,3.0,3.3,3.7,3.3,3.3,3.7,3.7,RoleReviewStats
2141,property-consultant,2.0,3.0,3.0,2.0,3.0,3.0,2.0,RoleReviewStats
2142,property-developer,,,,,,,,
2143,sales-agent,5.0,4.4,4.2,4.0,4.0,3.8,4.2,RoleReviewStats
2144,sales-associate,44.0,3.7,3.1,3.6,3.7,3.3,3.4,RoleReviewStats
2145,leasing-coordinator,,,,,,,,
2146,tenancy-coordinator,,,,,,,,
2147,asset-manager,5.0,4.4,3.8,4.6,4.4,4.6,3.8,RoleReviewStats
2148,trust-accountant,8.0,4.3,4.3,4.9,4.8,4.5,3.6,RoleReviewStats
2149,transaction-manager,,,,,,,,
2150,fund-manager,3.0,4.3,4.3,4.3,3.3,4.0,4.0,RoleReviewStats
2151,agent,8.0,2.9,3.1,3.4,2.6,3.4,3.0,RoleReviewStats
2152,valuations-manager,,,,,,,,
2153,fund-analyst,,,,,,,,
2154,customer-realtionship-management-consultant,1.0,3.0,4.0,4.0,4.0,3.0,3.0,RoleReviewStats
2155,property-specialist,,,,,,,,
2156,estate-manager,1.0,5.0,5.0,5.0,5.0,5.0,1.0,RoleReviewStats
2157,tenancy-manager,1.0,3.0,3.0,2.0,2.0,3.0,2.0,RoleReviewStats
2158,research-analyst,6.0,2.8,3.5,4.2,4.0,3.8,3.8,RoleReviewStats
2159,place-manager,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2160,housing-manager,,,,,,,,
2161,investment-analyst,2.0,4.5,2.5,5.0,5.0,4.0,5.0,RoleReviewStats
2162,checkout-operator,39.0,3.3,3.7,3.4,3.7,3.3,3.3,RoleReviewStats
2163,style-consultant,,,,,,,,
2164,boutique-manager,,,,,,,,
