,role_id,primary_alias
871,accounts-assistant,office-clerk
872,medical-receptionist,office-clerk
873,accounts-administrator,office-clerk
874,administration-support-officer,office-clerk
875,cashier,office-clerk
876,purchasing-officer,office-clerk
877,call-centre-operator,office-clerk
878,sales-assistant,receptionist
879,administration-officer,receptionist
880,waitstaff,receptionist
881,personal-assistant,receptionist
882,customer-service-representative-csr,receptionist
883,tutor,receptionist
884,support-worker,receptionist
885,typist,receptionist
886,team-administrator,support-administrator
887,service-desk-analyst,support-administrator
888,site-administrator,support-administrator
889,support-engineer,support-administrator
890,information-technology-support-officer,support-administrator
891,human-resources-administrator,support-administrator
892,applications-support-analyst,support-administrator
893,helpdesk-operator,support-administrator
894,administration-officer,administration-support-officer
895,executive-assistant,administration-support-officer
896,support-officer,administration-support-officer
897,personal-assistant,administration-support-officer
898,business-support-officer,administration-support-officer
899,project-support-officer,administration-support-officer
900,client-services-officer,administration-support-officer
901,data-entry-operator,administration-support-officer
902,contact-centre-adviser,relationship-assistant
903,settlements-specialist,relationship-assistant
904,payroll-officer,data-entry-operator
905,personal-assistant,data-entry-operator
906,officer,data-entry-operator
907,office-manager,data-entry-operator
908,services-officer,data-entry-operator
909,processor,data-entry-operator
910,data-entry-clerk,data-entry-operator
911,accounts-clerk,data-entry-operator
912,program-officer,office-coordinator
913,executive-assistant,office-coordinator
914,administration-coordinator,office-coordinator
915,office-manager,office-coordinator
916,project-administrator,office-coordinator
917,personal-assistant,office-coordinator
918,office-administrator,office-coordinator
919,team-assistant,office-coordinator
920,office-assistant,data-entry-clerk
921,call-centre-operator,data-entry-clerk
922,accounts-receivable-officer,data-entry-clerk
923,services-officer,data-entry-clerk
924,service-coordinator,data-entry-clerk
925,project-administrator,data-entry-clerk
926,processing-officer,data-entry-clerk
927,support-officer,data-entry-clerk
928,centre-manager,centre-administrator
929,service-administrator,centre-administrator
930,placement-officer,centre-administrator
931,management-administrator,centre-administrator
932,team-administrator,centre-administrator
933,financial-administrator,centre-administrator
934,human-resources-administrator,centre-administrator
935,centre-coordinator,centre-administrator
936,administration-officer,administration-clerk
937,bookkeeper,administration-clerk
938,customer-service-representative-csr,administration-clerk
939,legal-secretary,administration-clerk
940,site-administrator,administration-clerk
941,administration-coordinator,administration-clerk
942,office-assistant,administration-clerk
943,payroll-clerk,administration-clerk
944,research-assistant,administration-officer
945,project-coordinator,administration-officer
946,teacher,administration-officer
947,service-adviser,administration-officer
948,interpreter,administration-officer
949,claims-officer,administration-officer
950,support-coordinator,administration-officer
951,attorney,administration-officer
952,assistant-property-manager,sales-administration-officer
953,property-manager,sales-administration-officer
954,administration-officer,sales-administration-officer
955,property-officer,sales-administration-officer
956,office-administrator,sales-administration-officer
957,office-manager,sales-administration-officer
958,administration-manager,sales-administration-officer
959,personal-assistant,sales-administration-officer
960,librarian,archivist
961,records-officer,archivist
962,document-controller,archivist
963,archaeologist,archivist
964,management-coordinator,archivist
965,documentation-manager,archivist
966,resource-officer,archivist
967,information-analyst,archivist
968,site-administrator,records-officer
969,typist,records-officer
970,administration-clerk,records-officer
971,secretary,records-officer
972,assessment-officer,records-officer
973,account-officer,records-officer
974,Student-Support-Officer,records-officer
975,client-services-officer,records-officer
976,operations-specialist,administration-specialist
977,claims-specialist,administration-specialist
978,travel-specialist,administration-specialist
979,business-support-officer,site-administrator
980,project-administrator,site-administrator
981,document-controller,site-administrator
982,human-resources-administrator,site-administrator
983,inventory-controller,site-administrator
984,business-administrator,site-administrator
985,administration-coordinator,site-administrator
986,office-administrator,site-administrator
987,office-administrator,typist
988,teller,typist
989,support-officer,typist
990,attorney,typist
991,bookkeeper,typist
992,payroll-clerk,typist
993,administration-officer,typist
994,office-assistant,typist
995,manager-accounts,administration-manager
996,accounts-clerk,administration-manager
997,office-administrator,administration-manager
998,contracts-administrator,administration-manager
999,secretary,administration-manager
1000,accountant,administration-manager
1001,practice-manager,administration-manager
1002,sales-administrator,administration-manager
1003,support-practitioner,fulfilment-specialist
1004,sales-support-specialist,fulfilment-specialist
1005,reservations-specialist,fulfilment-specialist
1006,administration-support-officer,business-administrator
1007,centre-administrator,business-administrator
1008,secretary,business-administrator
1009,project-administrator,business-administrator
1010,financial-administrator,business-administrator
1011,executive-assistant,business-administrator
1012,sales-administrator,business-administrator
1013,office-administrator,business-administrator
1014,site-administrator,administration-coordinator
1015,office-administrator,administration-coordinator
1016,administration-support-officer,administration-coordinator
1017,events-coordinator,administration-coordinator
1018,human-resources-administrator,administration-coordinator
1019,client-services-officer,administration-coordinator
1020,accounts-clerk,administration-coordinator
1021,financial-officer,administration-coordinator
1022,policy-officer,secretariat
1023,executive-officer,secretariat
1024,policy-analyst,secretariat
1025,policy-adviser,secretariat
1026,project-officer,secretariat
1027,assistant-director,secretariat
1028,research-officer,secretariat
1029,executive-assistant,secretariat
1030,financial-administrator,team-administrator
1031,project-administrator,team-administrator
1032,team-assistant,team-administrator
1033,secretary,team-administrator
1034,human-resources-assistant,team-administrator
1035,typist,team-administrator
1036,team-coordinator,team-administrator
1037,executive-assistant,team-administrator
1038,access-coordinator,hire-coordinator
1039,service-and-installation-technician,hire-coordinator
1040,legal-secretary-litigation,hire-coordinator
1041,works-engineer,hire-coordinator
1042,crew-supervisor,hire-coordinator
1043,sales-administrator,customer-service-administrator
1044,customer-services-manager,customer-service-administrator
1045,customer-service-representative-csr,customer-service-administrator
1046,service-administrator,customer-service-administrator
1047,customer-service-team-leader,customer-service-administrator
1048,office-administrator,customer-service-administrator
1049,administration-support-officer,customer-service-administrator
1050,customer-service-adviser,customer-service-administrator
1051,team-assistant,team-coordinator
1052,team-administrator,team-coordinator
1053,executive-assistant,team-coordinator
1054,candidate-manager,team-coordinator
1055,personal-assistant,team-coordinator
1056,project-administrator,team-coordinator
1057,human-resources-coordinator,team-coordinator
1058,team-manager,team-coordinator
1059,secretary,office-administrator
1060,bookkeeper,office-administrator
1061,accounts-administrator,office-administrator
1062,clerk,office-administrator
1063,marketing-coordinator,office-administrator
1064,teller,office-administrator
1065,sales-representative,office-administrator
1066,customer-service-assistant,office-administrator
1067,information-officer,business-support-officer
